,annotation,plate.barcode,subannotation,tissue
N21.MAA000597.3_9_M.1.1,inner_bulge,,,Skin
I4.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
K21.MAA000597.3_9_M.1.1,outer_bulge,,,Skin
M10.MAA000597.3_9_M.1.1,outer_bulge,,,Skin
N19.MAA000597.3_9_M.1.1,inner_bulge,,,Skin
P5.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
P6.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
B3.MAA000597.3_9_M.1.1,inner_bulge,,,Skin
F18.MAA000597.3_9_M.1.1,inner_bulge,,,Skin
I7.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
L2.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
M12.MAA000597.3_9_M.1.1,outer_bulge,,,Skin
O1.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
O2.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
B16.MAA000597.3_9_M.1.1,inner_bulge,,,Skin
G1.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
B4.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
F21.MAA000597.3_9_M.1.1,inner_bulge,,,Skin
I12.MAA000597.3_9_M.1.1,outer_bulge,,,Skin
L4.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
M13.MAA000597.3_9_M.1.1,outer_bulge,,,Skin
I21.MAA000597.3_9_M.1.1,inner_bulge,,,Skin
B18.MAA000597.3_9_M.1.1,inner_bulge,,,Skin
G2.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
J1.MAA000597.3_9_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
L7.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
M16.MAA000597.3_9_M.1.1,inner_bulge,,,Skin
L5.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
P10.MAA000597.3_9_M.1.1,outer_bulge,,,Skin
M15.MAA000597.3_9_M.1.1,inner_bulge,,,Skin
P9.MAA000597.3_9_M.1.1,outer_bulge,,,Skin
G3.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
J2.MAA000597.3_9_M.1.1,outer_cells,,interfollicular_epidermis,Skin
L8.MAA000597.3_9_M.1.1,outer_bulge,,,Skin
M17.MAA000597.3_9_M.1.1,inner_bulge,,,Skin
O6.MAA000597.3_9_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
B20.MAA000597.3_9_M.1.1,inner_bulge,,,Skin
C2.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
G4.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
J4.MAA000597.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
L9.MAA000597.3_9_M.1.1,outer_bulge,,,Skin
M22.MAA000597.3_9_M.1.1,inner_bulge,,,Skin
M10.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
N14.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
O17.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
P19.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
A1.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
B6.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
C11.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
D21.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
F8.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
B5.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
C10.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
D20.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
F7.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
H12.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
J6.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
L5.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
H13.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
A2.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
B7.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
C14.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
D22.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
F9.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
H15.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
J9.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
L7.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
J7.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
M13.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
N16.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
O19.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
L6.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
M11.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
N15.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
O18.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
P20.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
P21.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
F10.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
H18.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
J10.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
L8.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
M14.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
N17.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
O20.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
P22.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
A6.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
B8.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
C15.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
E1.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
O21.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
A7.MAA000614.3_10_M.1.1,outer_cells,,interfollicular_epidermis,Skin
B10.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
C17.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
E3.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
C16.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
F18.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
H22.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
J18.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
E2.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
F14.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
H21.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
J11.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
L9.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
M15.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
N18.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
L10.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
C18.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
E4.MAA000614.3_10_M.1.1,outer_cells,,interfollicular_epidermis,Skin
I1.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
J21.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
L11.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
M18.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
N20.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
M17.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
N19.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
O22.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
I2.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
J22.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
L14.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
M19.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
N21.MAA000614.3_10_M.1.1,outer_cells,,interfollicular_epidermis,Skin
P2.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
E5.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
P3.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
A10.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
A11.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
B17.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
B16.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
C20.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
E6.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
G3.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
I3.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
K1.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
L15.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
C21.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
A12.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
B18.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
D1.MAA000614.3_10_M.1.1,outer_cells,,interfollicular_epidermis,Skin
E7.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
E8.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
G4.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
I4.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
K2.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
L17.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
M21.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
O1.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
A13.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
B19.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
D2.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
K3.MAA000614.3_10_M.1.1,cell_cycle,,,Skin
E14.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
G6.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
I6.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
L18.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
M22.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
O2.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
P5.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
K4.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
A14.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
B20.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
D3.MAA000614.3_10_M.1.1,outer_cells,,interfollicular_epidermis,Skin
L19.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
E16.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
G7.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
N1.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
O3.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
P6.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
I7.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
A15.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
K5.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
L20.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
N2.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
O4.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
P7.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
B21.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
N3.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
O5.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
D4.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
P8.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
E17.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
G10.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
I8.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
K6.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
L21.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
E18.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
G13.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
I14.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
K7.MAA000614.3_10_M.1.1,outer_cells,,interfollicular_epidermis,Skin
L22.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
N4.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
A16.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
B22.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
O6.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
C1.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
D6.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
E19.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
G22.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
P9.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
I15.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
A18.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
K10.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
A19.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
M1.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
C2.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
D7.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
N5.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
P10.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
E21.MAA000614.3_10_M.1.1,outer_cells,,interfollicular_epidermis,Skin
P11.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
H1.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
I16.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
K13.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
M2.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
N6.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
O8.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
A20.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
N7.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
O9.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
C3.MAA000614.3_10_M.1.1,outer_cells,,interfollicular_epidermis,Skin
A21.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
C4.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
D11.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
E22.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
H2.MAA000614.3_10_M.1.1,cell_cycle,,,Skin
I19.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
K15.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
M3.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
D13.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
A22.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
C5.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
D15.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
F1.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
F2.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
H4.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
J1.MAA000614.3_10_M.1.1,cell_cycle,,,Skin
H3.MAA000614.3_10_M.1.1,outer_cells,,interfollicular_epidermis,Skin
I20.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
K16.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
M4.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
N8.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
O10.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
P13.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
K20.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
B1.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
C6.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
D16.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
F3.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
H5.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
J2.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
K22.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
M6.MAA000614.3_10_M.1.1,outer_cells,,interfollicular_epidermis,Skin
N10.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
M5.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
P15.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
N9.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
O11.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
P14.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
J3.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
L1.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
M7.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
N11.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
O14.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
P16.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
B3.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
B2.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
C7.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
D17.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
F4.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
H6.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
C8.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
P17.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
B4.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
C9.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
D19.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
F6.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
D18.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
H8.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
J5.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
L4.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
F5.MAA000614.3_10_M.1.1,outer_cells,,interfollicular_epidermis,Skin
H7.MAA000614.3_10_M.1.1,basal_cells,,interfollicular_epidermis,Skin
J4.MAA000614.3_10_M.1.1,cell_cycle,,,Skin
L2.MAA000614.3_10_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
M8.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
N12.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
O15.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
M9.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
N13.MAA000614.3_10_M.1.1,outer_bulge,,,Skin
O16.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
P18.MAA000614.3_10_M.1.1,inner_bulge,,,Skin
F7.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
G12.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
I7.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
J15.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
L1.MAA000927.3_9_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
M4.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
N9.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
A12.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
D3.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
A15.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
D4.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
F9.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
P14.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
G13.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
I8.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
J16.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
L2.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
M5.MAA000927.3_9_M.1.1,outer_cells,,interfollicular_epidermis,Skin
N10.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
M6.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
N11.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
O13.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
A16.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
D9.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
F10.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
G15.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
I9.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
J18.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
L3.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
D10.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
F12.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
M7.MAA000927.3_9_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
N12.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
O14.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
P17.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
G16.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
I10.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
J20.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
L5.MAA000927.3_9_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
G20.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
I12.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
J21.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
B2.MAA000927.3_9_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
D11.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
F13.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
L6.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
B3.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
D12.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
F14.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
G21.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
I13.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
J22.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
L7.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
M8.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
M9.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
N14.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
N13.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
O15.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
P18.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
P19.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
F15.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
G22.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
I14.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
K1.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
L8.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
M10.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
N15.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
P20.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
B4.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
D13.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
D18.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
F16.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
I15.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
K2.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
L9.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
D20.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
F17.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
H2.MAA000927.3_9_M.1.1,intermediate_cells,,interfollicular_epidermis,Skin
I16.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
K3.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
M11.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
L10.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
N16.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
O19.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
P21.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
M12.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
B7.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
D22.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
F18.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
H3.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
I18.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
K4.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
L11.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
N17.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
M13.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
N18.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
O21.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
O20.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
P22.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
H4.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
I21.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
K5.MAA000927.3_9_M.1.1,basal_cells,,interfollicular_epidermis,Skin
L12.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
M14.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
