,annotation,plate.barcode,subannotation,tissue,annotation_subannotation
F2.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
I2.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
K12.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
N5.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
P7.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
N10.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
F3.MAA000839.3_11_M.1.1,epithelial,MAA000839,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
I3.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
K17.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
F4.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
I4.MAA000839.3_11_M.1.1,epithelial,MAA000839,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
N11.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
F5.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
I5.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
L2.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
N12.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
P10.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
F6.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
I7.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
P12.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
L5.MAA000839.3_11_M.1.1,ciliated,MAA000839,,Lung,ciliated
N13.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
N17.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
F9.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
I10.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
L6.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
P13.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
F10.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
I12.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
L7.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
N20.MAA000839.3_11_M.1.1,monocytes,MAA000839,,Lung,monocytes
P17.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
F13.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
M1.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
N22.MAA000839.3_11_M.1.1,dendritic,MAA000839,,Lung,dendritic
F19.MAA000839.3_11_M.1.1,dendritic,MAA000839,,Lung,dendritic
I19.MAA000839.3_11_M.1.1,monocytes,MAA000839,,Lung,monocytes
G1.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
J1.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
M3.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
G2.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
M4.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
O4.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
P21.MAA000839.3_11_M.1.1,t_cells,MAA000839,,Lung,t_cells
J3.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
G3.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
J4.MAA000839.3_11_M.1.1,epithelial,MAA000839,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
M5.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
O5.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
G5.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
J5.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
O6.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
M6.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
J6.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
M7.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
G6.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
O7.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
J7.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
M10.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
O11.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
E1.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
G10.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
G12.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
M11.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
O18.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
E2.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
E4.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
H1.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
K1.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
M13.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
G19.MAA000839.3_11_M.1.1,dendritic,MAA000839,,Lung,dendritic
J10.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
M12.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
O21.MAA000839.3_11_M.1.1,immune,MAA000839,,Lung,immune
O22.MAA000839.3_11_M.1.1,monocytes,MAA000839,,Lung,monocytes
E6.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
H2.MAA000839.3_11_M.1.1,epithelial,MAA000839,alveolar_type_i,Lung,epithelial: alveolar_type_i
K2.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
M17.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
P1.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
K3.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
P2.MAA000839.3_11_M.1.1,stromal,MAA000839,,Lung,stromal
E7.MAA000839.3_11_M.1.1,endothelial,MAA000839,,Lung,endothelial
B14.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
B17.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
A4.MAA000891.3_10_M.1.1,macrophages,MAA000891,alveolar,Lung,macrophages: alveolar
B19.MAA000891.3_10_M.1.1,dendritic,MAA000891,,Lung,dendritic
E5.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
A5.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
B20.MAA000891.3_10_M.1.1,monocytes,MAA000891,,Lung,monocytes
E10.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
B21.MAA000891.3_10_M.1.1,natural_killer,MAA000891,,Lung,natural_killer
E13.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
A12.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
B22.MAA000891.3_10_M.1.1,immune,MAA000891,,Lung,immune
E14.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
A13.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
C1.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
E19.MAA000891.3_10_M.1.1,dendritic,MAA000891,,Lung,dendritic
A14.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
A15.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
C13.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
C14.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
A17.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
C18.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
F1.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
A18.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
C19.MAA000891.3_10_M.1.1,monocytes,MAA000891,,Lung,monocytes
A19.MAA000891.3_10_M.1.1,monocytes,MAA000891,,Lung,monocytes
C20.MAA000891.3_10_M.1.1,dendritic,MAA000891,,Lung,dendritic
F13.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
C21.MAA000891.3_10_M.1.1,natural_killer,MAA000891,,Lung,natural_killer
A20.MAA000891.3_10_M.1.1,macrophages,MAA000891,alveolar,Lung,macrophages: alveolar
A21.MAA000891.3_10_M.1.1,b_cells,MAA000891,,Lung,b_cells
A22.MAA000891.3_10_M.1.1,t_cells,MAA000891,,Lung,t_cells
D4.MAA000891.3_10_M.1.1,ciliated,MAA000891,,Lung,ciliated
B9.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
B11.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
D18.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
B12.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
D19.MAA000891.3_10_M.1.1,monocytes,MAA000891,,Lung,monocytes
D20.MAA000891.3_10_M.1.1,dendritic,MAA000891,,Lung,dendritic
I19.MAA000891.3_10_M.1.1,monocytes,MAA000891,,Lung,monocytes
L5.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
N4.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
P10.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
B13.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
G11.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
I20.MAA000891.3_10_M.1.1,monocytes,MAA000891,,Lung,monocytes
L6.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
P11.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
G12.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
I21.MAA000891.3_10_M.1.1,immune,MAA000891,,Lung,immune
L10.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
N6.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
G14.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
I22.MAA000891.3_10_M.1.1,immune,MAA000891,,Lung,immune
L19.MAA000891.3_10_M.1.1,monocytes,MAA000891,,Lung,monocytes
N17.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
P17.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
G19.MAA000891.3_10_M.1.1,macrophages,MAA000891,alveolar,Lung,macrophages: alveolar
J1.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
L20.MAA000891.3_10_M.1.1,monocytes,MAA000891,,Lung,monocytes
N19.MAA000891.3_10_M.1.1,dendritic,MAA000891,,Lung,dendritic
P19.MAA000891.3_10_M.1.1,monocytes,MAA000891,,Lung,monocytes
P20.MAA000891.3_10_M.1.1,dendritic,MAA000891,,Lung,dendritic
J2.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
L21.MAA000891.3_10_M.1.1,natural_killer,MAA000891,,Lung,natural_killer
J18.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
L22.MAA000891.3_10_M.1.1,dendritic,MAA000891,,Lung,dendritic
N21.MAA000891.3_10_M.1.1,dendritic,MAA000891,,Lung,dendritic
P21.MAA000891.3_10_M.1.1,b_cells,MAA000891,,Lung,b_cells
M1.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
J19.MAA000891.3_10_M.1.1,monocytes,MAA000891,,Lung,monocytes
P22.MAA000891.3_10_M.1.1,immune,MAA000891,,Lung,immune
N22.MAA000891.3_10_M.1.1,immune,MAA000891,,Lung,immune
O1.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
J21.MAA000891.3_10_M.1.1,natural_killer,MAA000891,,Lung,natural_killer
M3.MAA000891.3_10_M.1.1,epithelial,MAA000891,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
J22.MAA000891.3_10_M.1.1,t_cells,MAA000891,,Lung,t_cells
M4.MAA000891.3_10_M.1.1,epithelial,MAA000891,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
O5.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
O6.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
H4.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
H5.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
K3.MAA000891.3_10_M.1.1,epithelial,MAA000891,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
M6.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
O7.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
O13.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
H6.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
M12.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
H14.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
K6.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
K10.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
M13.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
O19.MAA000891.3_10_M.1.1,dendritic,MAA000891,,Lung,dendritic
O20.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
F18.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
K11.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
F19.MAA000891.3_10_M.1.1,monocytes,MAA000891,,Lung,monocytes
H20.MAA000891.3_10_M.1.1,dendritic,MAA000891,,Lung,dendritic
K12.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
F20.MAA000891.3_10_M.1.1,dendritic,MAA000891,,Lung,dendritic
H21.MAA000891.3_10_M.1.1,t_cells,MAA000891,,Lung,t_cells
K18.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
M18.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
O22.MAA000891.3_10_M.1.1,t_cells,MAA000891,,Lung,t_cells
F21.MAA000891.3_10_M.1.1,natural_killer,MAA000891,,Lung,natural_killer
H22.MAA000891.3_10_M.1.1,dendritic,MAA000891,,Lung,dendritic
K19.MAA000891.3_10_M.1.1,dendritic,MAA000891,,Lung,dendritic
M19.MAA000891.3_10_M.1.1,monocytes,MAA000891,,Lung,monocytes
P1.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
F22.MAA000891.3_10_M.1.1,natural_killer,MAA000891,,Lung,natural_killer
P2.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
I2.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
K21.MAA000891.3_10_M.1.1,natural_killer,MAA000891,,Lung,natural_killer
M21.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
I5.MAA000891.3_10_M.1.1,epithelial,MAA000891,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
N1.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
P5.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
G2.MAA000891.3_10_M.1.1,endothelial,MAA000891,,Lung,endothelial
I13.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
L1.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
N2.MAA000891.3_10_M.1.1,stromal,MAA000891,,Lung,stromal
B9.MAA001847.3_39_F.1.1,remaining_epithelial,MAA001847,,Lung,remaining_epithelial
D9.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
B16.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
D10.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
B17.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
D15.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
B18.MAA001847.3_39_F.1.1,t_cells,MAA001847,,Lung,t_cells
D16.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
B21.MAA001847.3_39_F.1.1,b_cells,MAA001847,,Lung,b_cells
D19.MAA001847.3_39_F.1.1,endothelial,MAA001847,,Lung,endothelial
A1.MAA001847.3_39_F.1.1,endothelial,MAA001847,,Lung,endothelial
B22.MAA001847.3_39_F.1.1,monocytes,MAA001847,,Lung,monocytes
E2.MAA001847.3_39_F.1.1,macrophages,MAA001847,interstitial,Lung,macrophages: interstitial
E5.MAA001847.3_39_F.1.1,macrophages,MAA001847,interstitial,Lung,macrophages: interstitial
A2.MAA001847.3_39_F.1.1,b_cells,MAA001847,,Lung,b_cells
C1.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
E9.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
A4.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
C2.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
A5.MAA001847.3_39_F.1.1,endothelial,MAA001847,,Lung,endothelial
C3.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
E12.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
A6.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
C4.MAA001847.3_39_F.1.1,club,MAA001847,,Lung,club
E14.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
A7.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
C5.MAA001847.3_39_F.1.1,macrophages,MAA001847,interstitial,Lung,macrophages: interstitial
E15.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
C6.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
E16.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
A9.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
C8.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
E17.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
A10.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
C11.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
A16.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
C14.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
E18.MAA001847.3_39_F.1.1,monocytes,MAA001847,,Lung,monocytes
E19.MAA001847.3_39_F.1.1,endothelial,MAA001847,,Lung,endothelial
C16.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
F1.MAA001847.3_39_F.1.1,macrophages,MAA001847,interstitial,Lung,macrophages: interstitial
A19.MAA001847.3_39_F.1.1,monocytes,MAA001847,,Lung,monocytes
C18.MAA001847.3_39_F.1.1,monocytes,MAA001847,,Lung,monocytes
C19.MAA001847.3_39_F.1.1,monocytes,MAA001847,,Lung,monocytes
B1.MAA001847.3_39_F.1.1,endothelial,MAA001847,,Lung,endothelial
C21.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
B2.MAA001847.3_39_F.1.1,t_cells,MAA001847,,Lung,t_cells
D1.MAA001847.3_39_F.1.1,endothelial,MAA001847,,Lung,endothelial
B3.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
D2.MAA001847.3_39_F.1.1,macrophages,MAA001847,interstitial,Lung,macrophages: interstitial
B4.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
D4.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
B5.MAA001847.3_39_F.1.1,macrophages,MAA001847,interstitial,Lung,macrophages: interstitial
D5.MAA001847.3_39_F.1.1,macrophages,MAA001847,interstitial,Lung,macrophages: interstitial
B6.MAA001847.3_39_F.1.1,macrophages,MAA001847,interstitial,Lung,macrophages: interstitial
D8.MAA001847.3_39_F.1.1,ciliated,MAA001847,,Lung,ciliated
M14.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
N22.MAA001847.3_39_F.1.1,b_cells,MAA001847,,Lung,b_cells
P6.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
F13.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
H6.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_i,Lung,epithelial: alveolar_type_i
I19.MAA001847.3_39_F.1.1,t_cells,MAA001847,,Lung,t_cells
K14.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
I21.MAA001847.3_39_F.1.1,natural_killer,MAA001847,,Lung,natural_killer
K16.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
M15.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
O1.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
P8.MAA001847.3_39_F.1.1,remaining_epithelial,MAA001847,,Lung,remaining_epithelial
F15.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
H8.MAA001847.3_39_F.1.1,macrophages,MAA001847,alveolar,Lung,macrophages: alveolar
I22.MAA001847.3_39_F.1.1,t_cells,MAA001847,,Lung,t_cells
K17.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
M17.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
O2.MAA001847.3_39_F.1.1,macrophages,MAA001847,interstitial,Lung,macrophages: interstitial
P9.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
F16.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
H9.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
F17.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
H10.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
J1.MAA001847.3_39_F.1.1,endothelial,MAA001847,,Lung,endothelial
K20.MAA001847.3_39_F.1.1,immune,MAA001847,,Lung,immune
M18.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
O3.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
P10.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
G1.MAA001847.3_39_F.1.1,remaining_epithelial,MAA001847,,Lung,remaining_epithelial
H13.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
J2.MAA001847.3_39_F.1.1,b_cells,MAA001847,,Lung,b_cells
K21.MAA001847.3_39_F.1.1,monocytes,MAA001847,,Lung,monocytes
M19.MAA001847.3_39_F.1.1,b_cells,MAA001847,,Lung,b_cells
O4.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
G3.MAA001847.3_39_F.1.1,macrophages,MAA001847,interstitial,Lung,macrophages: interstitial
H14.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
J4.MAA001847.3_39_F.1.1,remaining_epithelial,MAA001847,,Lung,remaining_epithelial
L4.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
M20.MAA001847.3_39_F.1.1,endothelial,MAA001847,,Lung,endothelial
O5.MAA001847.3_39_F.1.1,macrophages,MAA001847,alveolar,Lung,macrophages: alveolar
P16.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
O6.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
P17.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
G4.MAA001847.3_39_F.1.1,endothelial,MAA001847,,Lung,endothelial
H16.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
J5.MAA001847.3_39_F.1.1,endothelial,MAA001847,,Lung,endothelial
L7.MAA001847.3_39_F.1.1,macrophages,MAA001847,alveolar,Lung,macrophages: alveolar
M22.MAA001847.3_39_F.1.1,endothelial,MAA001847,,Lung,endothelial
O7.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
P18.MAA001847.3_39_F.1.1,dendritic,MAA001847,,Lung,dendritic
G5.MAA001847.3_39_F.1.1,macrophages,MAA001847,interstitial,Lung,macrophages: interstitial
H17.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
J7.MAA001847.3_39_F.1.1,endothelial,MAA001847,,Lung,endothelial
L8.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
N2.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
G6.MAA001847.3_39_F.1.1,macrophages,MAA001847,interstitial,Lung,macrophages: interstitial
H20.MAA001847.3_39_F.1.1,b_cells,MAA001847,,Lung,b_cells
G8.MAA001847.3_39_F.1.1,b_cells,MAA001847,,Lung,b_cells
H21.MAA001847.3_39_F.1.1,t_cells,MAA001847,,Lung,t_cells
J10.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
L12.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
N4.MAA001847.3_39_F.1.1,epithelial,MAA001847,alveolar_type_ii,Lung,epithelial: alveolar_type_ii
O9.MAA001847.3_39_F.1.1,macrophages,MAA001847,interstitial,Lung,macrophages: interstitial
P19.MAA001847.3_39_F.1.1,b_cells,MAA001847,,Lung,b_cells
J11.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
L13.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
G9.MAA001847.3_39_F.1.1,club,MAA001847,,Lung,club
N5.MAA001847.3_39_F.1.1,macrophages,MAA001847,interstitial,Lung,macrophages: interstitial
O10.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
P20.MAA001847.3_39_F.1.1,t_cells,MAA001847,,Lung,t_cells
I1.MAA001847.3_39_F.1.1,t_cells,MAA001847,,Lung,t_cells
N6.MAA001847.3_39_F.1.1,macrophages,MAA001847,interstitial,Lung,macrophages: interstitial
O11.MAA001847.3_39_F.1.1,stromal,MAA001847,,Lung,stromal
